CustomerID,CustomerName,Email,Phone,Age,AnnualIncome,RiskBand,RegionID
100086,Customer_86,cust86@masked.com,+XXX-XXX-1086,34,183783,C,3032
100087,Customer_87,cust87@masked.com,+XXX-XXX-1087,25,20220,E,3122
100088,Customer_88,cust88@masked.com,+XXX-XXX-1088,67,59769,D,3004
100089,Customer_89,cust89@masked.com,+XXX-XXX-1089,41,81949,A,3040
100090,Customer_90,cust90@masked.com,+XXX-XXX-1090,35,145303,B,3027
100091,Customer_91,cust91@masked.com,+XXX-XXX-1091,56,97828,B,3134
100092,Customer_92,cust92@masked.com,+XXX-XXX-1092,53,179676,B,3071
100093,Customer_93,cust93@masked.com,+XXX-XXX-1093,37,36771,B,3011
100094,Customer_94,cust94@masked.com,+XXX-XXX-1094,40,81182,B,3032
100095,Customer_95,cust95@masked.com,+XXX-XXX-1095,21,183786,B,3047
100096,Customer_96,cust96@masked.com,+XXX-XXX-1096,36,50429,E,3061
100097,Customer_97,cust97@masked.com,+XXX-XXX-1097,65,58759,A,3036
100098,Customer_98,cust98@masked.com,+XXX-XXX-1098,38,21839,E,3098
100099,Customer_99,cust99@masked.com,+XXX-XXX-1099,30,148759,B,3103
100100,Customer_100,cust100@masked.com,+XXX-XXX-1100,43,44940,C,3034
100101,Customer_101,cust101@masked.com,+XXX-XXX-1101,38,110528,D,3100
100102,Customer_102,cust102@masked.com,+XXX-XXX-1102,69,27676,B,3130
100103,Customer_103,cust103@masked.com,+XXX-XXX-1103,29,128131,B,3000
100104,Customer_104,cust104@masked.com,+XXX-XXX-1104,66,103988,B,3004
100105,Customer_105,cust105@masked.com,+XXX-XXX-1105,50,167972,B,3141
100106,Customer_106,cust106@masked.com,+XXX-XXX-1106,33,193252,E,3102
100107,Customer_107,cust107@masked.com,+XXX-XXX-1107,51,86196,D,3026
100108,Customer_108,cust108@masked.com,+XXX-XXX-1108,66,138104,A,3136
100109,Customer_109,cust109@masked.com,+XXX-XXX-1109,63,110441,A,3014
100110,Customer_110,cust110@masked.com,+XXX-XXX-1110,33,85913,B,3089
100111,Customer_111,cust111@masked.com,+XXX-XXX-1111,52,162546,A,3041
100112,Customer_112,cust112@masked.com,+XXX-XXX-1112,37,151231,C,3123
100113,Customer_113,cust113@masked.com,+XXX-XXX-1113,23,167001,A,3062
100114,Customer_114,cust114@masked.com,+XXX-XXX-1114,21,188014,C,3095
100115,Customer_115,cust115@masked.com,+XXX-XXX-1115,25,153271,A,3051
100116,Customer_116,cust116@masked.com,+XXX-XXX-1116,52,32980,B,3095
100117,Customer_117,cust117@masked.com,+XXX-XXX-1117,45,194069,C,3131
100118,Customer_118,cust118@masked.com,+XXX-XXX-1118,65,194431,B,3142
100119,Customer_119,cust119@masked.com,+XXX-XXX-1119,25,111336,E,3028
100120,Customer_120,cust120@masked.com,+XXX-XXX-1120,57,197078,D,3035
100121,Customer_121,cust121@masked.com,+XXX-XXX-1121,43,157348,B,3012
100122,Customer_122,cust122@masked.com,+XXX-XXX-1122,32,38372,A,3070
100123,Customer_123,cust123@masked.com,+XXX-XXX-1123,54,141000,D,3085
100124,Customer_124,cust124@masked.com,+XXX-XXX-1124,43,28168,D,3027
100125,Customer_125,cust125@masked.com,+XXX-XXX-1125,36,44966,D,3065
100126,Customer_126,cust126@masked.com,+XXX-XXX-1126,69,127904,A,3044
100127,Customer_127,cust127@masked.com,+XXX-XXX-1127,25,155987,E,3061
100128,Customer_128,cust128@masked.com,+XXX-XXX-1128,64,190081,B,3133
100129,Customer_129,cust129@masked.com,+XXX-XXX-1129,67,68921,C,3027
100130,Customer_130,cust130@masked.com,+XXX-XXX-1130,48,125439,D,3027
100131,Customer_131,cust131@masked.com,+XXX-XXX-1131,26,180083,B,3107
100132,Customer_132,cust132@masked.com,+XXX-XXX-1132,33,103474,D,3043
100133,Customer_133,cust133@masked.com,+XXX-XXX-1133,63,24047,B,3083
100134,Customer_134,cust134@masked.com,+XXX-XXX-1134,50,36515,E,3029
100135,Customer_135,cust135@masked.com,+XXX-XXX-1135,46,173809,B,3074
100136,Customer_136,cust136@masked.com,+XXX-XXX-1136,37,180120,E,3127
100137,Customer_137,cust137@masked.com,+XXX-XXX-1137,29,163999,A,3091
100138,Customer_138,cust138@masked.com,+XXX-XXX-1138,36,84565,C,3128
100139,Customer_139,cust139@masked.com,+XXX-XXX-1139,69,185361,C,3120
100140,Customer_140,cust140@masked.com,+XXX-XXX-1140,38,69592,B,3026
100141,Customer_141,cust141@masked.com,+XXX-XXX-1141,33,95469,B,3120
100142,Customer_142,cust142@masked.com,+XXX-XXX-1142,49,143120,C,3115
100143,Customer_143,cust143@masked.com,+XXX-XXX-1143,63,116017,A,3002
100144,Customer_144,cust144@masked.com,+XXX-XXX-1144,65,105311,C,3102
100145,Customer_145,cust145@masked.com,+XXX-XXX-1145,44,34836,B,3136
100146,Customer_146,cust146@masked.com,+XXX-XXX-1146,65,105641,E,3061
100147,Customer_147,cust147@masked.com,+XXX-XXX-1147,64,196150,A,3050
100148,Customer_148,cust148@masked.com,+XXX-XXX-1148,66,190615,A,3058
100149,Customer_149,cust149@masked.com,+XXX-XXX-1149,33,150674,B,3117
100150,Customer_150,cust150@masked.com,+XXX-XXX-1150,45,109080,B,3095
100151,Customer_151,cust151@masked.com,+XXX-XXX-1151,61,167025,B,3112
100152,Customer_152,cust152@masked.com,+XXX-XXX-1152,66,142393,B,3061
100153,Customer_153,cust153@masked.com,+XXX-XXX-1153,21,122498,D,3051
100154,Customer_154,cust154@masked.com,+XXX-XXX-1154,29,184584,C,3011
100155,Customer_155,cust155@masked.com,+XXX-XXX-1155,24,173002,C,3038
100156,Customer_156,cust156@masked.com,+XXX-XXX-1156,48,69604,A,3129
100157,Customer_157,cust157@masked.com,+XXX-XXX-1157,32,23262,C,3130
100158,Customer_158,cust158@masked.com,+XXX-XXX-1158,44,31213,A,3112
100159,Customer_159,cust159@masked.com,+XXX-XXX-1159,66,44129,D,3100
100160,Customer_160,cust160@masked.com,+XXX-XXX-1160,29,80606,B,3112
100161,Customer_161,cust161@masked.com,+XXX-XXX-1161,55,36524,B,3080
100162,Customer_162,cust162@masked.com,+XXX-XXX-1162,58,38098,B,3112
100163,Customer_163,cust163@masked.com,+XXX-XXX-1163,55,96548,D,3001
100164,Customer_164,cust164@masked.com,+XXX-XXX-1164,53,187345,A,3129
100165,Customer_165,cust165@masked.com,+XXX-XXX-1165,55,82903,C,3053
100166,Customer_166,cust166@masked.com,+XXX-XXX-1166,66,89138,A,3086
100167,Customer_167,cust167@masked.com,+XXX-XXX-1167,40,43059,C,3128
100168,Customer_168,cust168@masked.com,+XXX-XXX-1168,22,192949,D,3146
100169,Customer_169,cust169@masked.com,+XXX-XXX-1169,64,193854,B,3125
100170,Customer_170,cust170@masked.com,+XXX-XXX-1170,46,173960,B,3129
100171,Customer_171,cust171@masked.com,+XXX-XXX-1171,62,179470,E,3052
100172,Customer_172,cust172@masked.com,+XXX-XXX-1172,33,161867,C,3067
100173,Customer_173,cust173@masked.com,+XXX-XXX-1173,50,106723,B,3122
100174,Customer_174,cust174@masked.com,+XXX-XXX-1174,52,103650,C,3144
100175,Customer_175,cust175@masked.com,+XXX-XXX-1175,56,97156,C,3037
100176,Customer_176,cust176@masked.com,+XXX-XXX-1176,39,91512,A,3023
100177,Customer_177,cust177@masked.com,+XXX-XXX-1177,42,49232,D,3068
100178,Customer_178,cust178@masked.com,+XXX-XXX-1178,21,164356,B,3115
100179,Customer_179,cust179@masked.com,+XXX-XXX-1179,31,142499,A,3097
100180,Customer_180,cust180@masked.com,+XXX-XXX-1180,46,125332,D,3138
100181,Customer_181,cust181@masked.com,+XXX-XXX-1181,68,82630,B,3143
100182,Customer_182,cust182@masked.com,+XXX-XXX-1182,39,122022,A,3096
100183,Customer_183,cust183@masked.com,+XXX-XXX-1183,39,131558,C,3123
100184,Customer_184,cust184@masked.com,+XXX-XXX-1184,32,185646,D,3069
100185,Customer_185,cust185@masked.com,+XXX-XXX-1185,23,83683,D,3092
100186,Customer_186,cust186@masked.com,+XXX-XXX-1186,38,94081,E,3002
100187,Customer_187,cust187@masked.com,+XXX-XXX-1187,69,184780,D,3147
100188,Customer_188,cust188@masked.com,+XXX-XXX-1188,25,158859,A,3146
100189,Customer_189,cust189@masked.com,+XXX-XXX-1189,68,108978,B,3089
100190,Customer_190,cust190@masked.com,+XXX-XXX-1190,44,179790,D,3146
100191,Customer_191,cust191@masked.com,+XXX-XXX-1191,34,148308,B,3147
100192,Customer_192,cust192@masked.com,+XXX-XXX-1192,58,159493,C,3095
100193,Customer_193,cust193@masked.com,+XXX-XXX-1193,23,181668,C,3051
100194,Customer_194,cust194@masked.com,+XXX-XXX-1194,26,82540,B,3127
100195,Customer_195,cust195@masked.com,+XXX-XXX-1195,32,32365,D,3038
100196,Customer_196,cust196@masked.com,+XXX-XXX-1196,31,137469,C,3081
100197,Customer_197,cust197@masked.com,+XXX-XXX-1197,59,190927,B,3103
100198,Customer_198,cust198@masked.com,+XXX-XXX-1198,46,166847,E,3128
100199,Customer_199,cust199@masked.com,+XXX-XXX-1199,21,129591,B,3010
100200,Customer_200,cust200@masked.com,+XXX-XXX-1200,36,58022,A,3041
100201,Customer_201,cust201@masked.com,+XXX-XXX-1201,68,86448,C,3098
100202,Customer_202,cust202@masked.com,+XXX-XXX-1202,69,57213,D,3006
100203,Customer_203,cust203@masked.com,+XXX-XXX-1203,67,78648,D,3143
100204,Customer_204,cust204@masked.com,+XXX-XXX-1204,29,30715,D,3089
100205,Customer_205,cust205@masked.com,+XXX-XXX-1205,25,53059,C,3111
100206,Customer_206,cust206@masked.com,+XXX-XXX-1206,28,35223,B,3059
100207,Customer_207,cust207@masked.com,+XXX-XXX-1207,41,184307,D,3112
100208,Customer_208,cust208@masked.com,+XXX-XXX-1208,53,165713,D,3001
100209,Customer_209,cust209@masked.com,+XXX-XXX-1209,59,74455,A,3128
100210,Customer_210,cust210@masked.com,+XXX-XXX-1210,63,31391,A,3047
100211,Customer_211,cust211@masked.com,+XXX-XXX-1211,40,108512,E,3139
100212,Customer_212,cust212@masked.com,+XXX-XXX-1212,65,40709,D,3036
100213,Customer_213,cust213@masked.com,+XXX-XXX-1213,42,184904,D,3008
100214,Customer_214,cust214@masked.com,+XXX-XXX-1214,33,188728,D,3098
100215,Customer_215,cust215@masked.com,+XXX-XXX-1215,59,31655,C,3146
100216,Customer_216,cust216@masked.com,+XXX-XXX-1216,31,33111,C,3047
100217,Customer_217,cust217@masked.com,+XXX-XXX-1217,38,177341,C,3130
100218,Customer_218,cust218@masked.com,+XXX-XXX-1218,50,82275,A,3147
100219,Customer_219,cust219@masked.com,+XXX-XXX-1219,53,84532,C,3053
100220,Customer_220,cust220@masked.com,+XXX-XXX-1220,64,169850,C,3119
100221,Customer_221,cust221@masked.com,+XXX-XXX-1221,23,128553,C,3115
100222,Customer_222,cust222@masked.com,+XXX-XXX-1222,21,112704,C,3074
100223,Customer_223,cust223@masked.com,+XXX-XXX-1223,56,137608,B,3112
100224,Customer_224,cust224@masked.com,+XXX-XXX-1224,26,66418,A,3103
100225,Customer_225,cust225@masked.com,+XXX-XXX-1225,57,58708,B,3083
100226,Customer_226,cust226@masked.com,+XXX-XXX-1226,49,126352,A,3111
100227,Customer_227,cust227@masked.com,+XXX-XXX-1227,31,129444,A,3098
100228,Customer_228,cust228@masked.com,+XXX-XXX-1228,33,130353,E,3092
100229,Customer_229,cust229@masked.com,+XXX-XXX-1229,31,193506,A,3145
100230,Customer_230,cust230@masked.com,+XXX-XXX-1230,58,94858,B,3127
100231,Customer_231,cust231@masked.com,+XXX-XXX-1231,45,45977,C,3109
100232,Customer_232,cust232@masked.com,+XXX-XXX-1232,35,150247,C,3081
100233,Customer_233,cust233@masked.com,+XXX-XXX-1233,33,79319,A,3053
100234,Customer_234,cust234@masked.com,+XXX-XXX-1234,62,99702,D,3067
100235,Customer_235,cust235@masked.com,+XXX-XXX-1235,53,103670,D,3032
100236,Customer_236,cust236@masked.com,+XXX-XXX-1236,33,118305,B,3141
100237,Customer_237,cust237@masked.com,+XXX-XXX-1237,58,177286,B,3020
100238,Customer_238,cust238@masked.com,+XXX-XXX-1238,44,61108,E,3047
100239,Customer_239,cust239@masked.com,+XXX-XXX-1239,40,182739,D,3147
100240,Customer_240,cust240@masked.com,+XXX-XXX-1240,64,40631,C,3127
100241,Customer_241,cust241@masked.com,+XXX-XXX-1241,37,109652,A,3135
100242,Customer_242,cust242@masked.com,+XXX-XXX-1242,44,52421,B,3134
100243,Customer_243,cust243@masked.com,+XXX-XXX-1243,46,42419,C,3144
100244,Customer_244,cust244@masked.com,+XXX-XXX-1244,60,194385,A,3127
100245,Customer_245,cust245@masked.com,+XXX-XXX-1245,52,87579,B,3032
100246,Customer_246,cust246@masked.com,+XXX-XXX-1246,49,152774,C,3114
100247,Customer_247,cust247@masked.com,+XXX-XXX-1247,34,189787,B,3118
100248,Customer_248,cust248@masked.com,+XXX-XXX-1248,57,63889,D,3021
100249,Customer_249,cust249@masked.com,+XXX-XXX-1249,42,163834,D,3037
100250,Customer_250,cust250@masked.com,+XXX-XXX-1250,54,54155,B,3108
100251,Customer_251,cust251@masked.com,+XXX-XXX-1251,47,147782,D,3050
100252,Customer_252,cust252@masked.com,+XXX-XXX-1252,48,164454,A,3007
100253,Customer_253,cust253@masked.com,+XXX-XXX-1253,42,112192,D,3026
100254,Customer_254,cust254@masked.com,+XXX-XXX-1254,63,49852,A,3026
100255,Customer_255,cust255@masked.com,+XXX-XXX-1255,23,148329,A,3020
100256,Customer_256,cust256@masked.com,+XXX-XXX-1256,42,133417,C,3029
100257,Customer_257,cust257@masked.com,+XXX-XXX-1257,68,68843,B,3096
100258,Customer_258,cust258@masked.com,+XXX-XXX-1258,41,74978,D,3027
100259,Customer_259,cust259@masked.com,+XXX-XXX-1259,36,52130,B,3110
100260,Customer_260,cust260@masked.com,+XXX-XXX-1260,29,161260,B,3060
100261,Customer_261,cust261@masked.com,+XXX-XXX-1261,33,48268,C,3047
100262,Customer_262,cust262@masked.com,+XXX-XXX-1262,30,113342,B,3146
100263,Customer_263,cust263@masked.com,+XXX-XXX-1263,69,198970,B,3003
100264,Customer_264,cust264@masked.com,+XXX-XXX-1264,41,134629,C,3034
100265,Customer_265,cust265@masked.com,+XXX-XXX-1265,69,197690,D,3048
100266,Customer_266,cust266@masked.com,+XXX-XXX-1266,62,45826,D,3016
100267,Customer_267,cust267@masked.com,+XXX-XXX-1267,60,51995,E,3045
100268,Customer_268,cust268@masked.com,+XXX-XXX-1268,27,155534,B,3116
100269,Customer_269,cust269@masked.com,+XXX-XXX-1269,66,54804,C,3005
100270,Customer_270,cust270@masked.com,+XXX-XXX-1270,42,174245,B,3098
100271,Customer_271,cust271@masked.com,+XXX-XXX-1271,38,69689,C,3123
100272,Customer_272,cust272@masked.com,+XXX-XXX-1272,41,150090,B,3036
100273,Customer_273,cust273@masked.com,+XXX-XXX-1273,34,79496,E,3023
100274,Customer_274,cust274@masked.com,+XXX-XXX-1274,30,160054,C,3092
100275,Customer_275,cust275@masked.com,+XXX-XXX-1275,53,115434,E,3045
100276,Customer_276,cust276@masked.com,+XXX-XXX-1276,29,92399,D,3094
100277,Customer_277,cust277@masked.com,+XXX-XXX-1277,38,38332,D,3098
100278,Customer_278,cust278@masked.com,+XXX-XXX-1278,33,99525,D,3115
100279,Customer_279,cust279@masked.com,+XXX-XXX-1279,37,123482,B,3066
100280,Customer_280,cust280@masked.com,+XXX-XXX-1280,43,172560,B,3127
100281,Customer_281,cust281@masked.com,+XXX-XXX-1281,45,106063,B,3017
100282,Customer_282,cust282@masked.com,+XXX-XXX-1282,36,98483,A,3024
100283,Customer_283,cust283@masked.com,+XXX-XXX-1283,44,150324,C,3053
100284,Customer_284,cust284@masked.com,+XXX-XXX-1284,51,64209,C,3057
100285,Customer_285,cust285@masked.com,+XXX-XXX-1285,31,39232,C,3066
100286,Customer_286,cust286@masked.com,+XXX-XXX-1286,43,142993,E,3103
100287,Customer_287,cust287@masked.com,+XXX-XXX-1287,61,137031,D,3023
100288,Customer_288,cust288@masked.com,+XXX-XXX-1288,59,73685,A,3113
100289,Customer_289,cust289@masked.com,+XXX-XXX-1289,42,116521,B,3031
100290,Customer_290,cust290@masked.com,+XXX-XXX-1290,53,36545,B,3085
100291,Customer_291,cust291@masked.com,+XXX-XXX-1291,61,77847,B,3126
100292,Customer_292,cust292@masked.com,+XXX-XXX-1292,62,33347,D,3129
100293,Customer_293,cust293@masked.com,+XXX-XXX-1293,68,153706,C,3016
100294,Customer_294,cust294@masked.com,+XXX-XXX-1294,38,156173,C,3103
100295,Customer_295,cust295@masked.com,+XXX-XXX-1295,34,107686,D,3136
100296,Customer_296,cust296@masked.com,+XXX-XXX-1296,48,177042,D,3042
100297,Customer_297,cust297@masked.com,+XXX-XXX-1297,31,37893,A,3038
100298,Customer_298,cust298@masked.com,+XXX-XXX-1298,44,38703,C,3025
100299,Customer_299,cust299@masked.com,+XXX-XXX-1299,56,113362,B,3098
100300,Customer_300,cust300@masked.com,+XXX-XXX-1300,39,42489,B,3049
100301,Customer_301,cust301@masked.com,+XXX-XXX-1301,33,126975,A,3012
100302,Customer_302,cust302@masked.com,+XXX-XXX-1302,53,130750,B,3059
100303,Customer_303,cust303@masked.com,+XXX-XXX-1303,39,187839,B,3134
100304,Customer_304,cust304@masked.com,+XXX-XXX-1304,67,39733,B,3056
100305,Customer_305,cust305@masked.com,+XXX-XXX-1305,52,96942,C,3035
100306,Customer_306,cust306@masked.com,+XXX-XXX-1306,35,181731,D,3019
100307,Customer_307,cust307@masked.com,+XXX-XXX-1307,31,159023,B,3064
100308,Customer_308,cust308@masked.com,+XXX-XXX-1308,43,141519,A,3007
100309,Customer_309,cust309@masked.com,+XXX-XXX-1309,25,84417,D,3143
100310,Customer_310,cust310@masked.com,+XXX-XXX-1310,42,185078,A,3141
100311,Customer_311,cust311@masked.com,+XXX-XXX-1311,62,20740,E,3114
100312,Customer_312,cust312@masked.com,+XXX-XXX-1312,38,113995,C,3142
100313,Customer_313,cust313@masked.com,+XXX-XXX-1313,27,182171,B,3091
100314,Customer_314,cust314@masked.com,+XXX-XXX-1314,53,129339,B,3097
100315,Customer_315,cust315@masked.com,+XXX-XXX-1315,23,29727,A,3065
100316,Customer_316,cust316@masked.com,+XXX-XXX-1316,48,142179,B,3031
100317,Customer_317,cust317@masked.com,+XXX-XXX-1317,21,128767,A,3085
100318,Customer_318,cust318@masked.com,+XXX-XXX-1318,69,177605,C,3050
100319,Customer_319,cust319@masked.com,+XXX-XXX-1319,67,181480,A,3062
100320,Customer_320,cust320@masked.com,+XXX-XXX-1320,57,123523,C,3124
100321,Customer_321,cust321@masked.com,+XXX-XXX-1321,42,85305,C,3149
100322,Customer_322,cust322@masked.com,+XXX-XXX-1322,68,127594,B,3057
100323,Customer_323,cust323@masked.com,+XXX-XXX-1323,64,166110,A,3057
100324,Customer_324,cust324@masked.com,+XXX-XXX-1324,39,127887,A,3085
100325,Customer_325,cust325@masked.com,+XXX-XXX-1325,34,95759,A,3048
100326,Customer_326,cust326@masked.com,+XXX-XXX-1326,23,69061,C,3069
100327,Customer_327,cust327@masked.com,+XXX-XXX-1327,39,177326,B,3014
100328,Customer_328,cust328@masked.com,+XXX-XXX-1328,53,177794,D,3053
100329,Customer_329,cust329@masked.com,+XXX-XXX-1329,41,39208,B,3100
100330,Customer_330,cust330@masked.com,+XXX-XXX-1330,21,80640,B,3007
100331,Customer_331,cust331@masked.com,+XXX-XXX-1331,46,106090,C,3052
100332,Customer_332,cust332@masked.com,+XXX-XXX-1332,30,40165,C,3059
100333,Customer_333,cust333@masked.com,+XXX-XXX-1333,55,113476,B,3107
100334,Customer_334,cust334@masked.com,+XXX-XXX-1334,33,170584,A,3004
100335,Customer_335,cust335@masked.com,+XXX-XXX-1335,26,153051,C,3102
100336,Customer_336,cust336@masked.com,+XXX-XXX-1336,63,113809,B,3005
100337,Customer_337,cust337@masked.com,+XXX-XXX-1337,26,157684,B,3108
100338,Customer_338,cust338@masked.com,+XXX-XXX-1338,55,46763,C,3115
100339,Customer_339,cust339@masked.com,+XXX-XXX-1339,36,157094,B,3093
100340,Customer_340,cust340@masked.com,+XXX-XXX-1340,61,79750,C,3046
100341,Customer_341,cust341@masked.com,+XXX-XXX-1341,28,179127,C,3098
100342,Customer_342,cust342@masked.com,+XXX-XXX-1342,23,93368,C,3054
100343,Customer_343,cust343@masked.com,+XXX-XXX-1343,25,144349,C,3051
100344,Customer_344,cust344@masked.com,+XXX-XXX-1344,41,143859,C,3143
100345,Customer_345,cust345@masked.com,+XXX-XXX-1345,51,168711,C,3012
100346,Customer_346,cust346@masked.com,+XXX-XXX-1346,34,20299,D,3113
